label,doc
monkey,"Monkeys living on an island have learned to use a startling variety of tools and techniques to obtain the juicy innards of different foods – and to floss their teeth afterwards. The Nicobar long-tailed macaque (Macaca fascicularis umbrosus) is only found on three islands in the eastern Indian Ocean. One of them is Great Nicobar Island. To find out about the macaques’ eating habits, Honnavalli Kumara at the Sálim Ali Centre for Ornithology and Natural History in Coimbatore, India, and colleagues followed 20 around a small coastal village on the island.
                     
 Many of the macaques’ favoured foods are thorny, slimy, hairy or mucky. To get rid of these inedible coatings, the macaques either wash the foods in puddles or wrap them in leaves and rub them clean. They also wrap leaves around certain foods to make them easier to hold. Trash like paper, cloth or plastic is also used for wrapping and wiping foods. The macaques eat coconuts too, plucking them from the tree by twisting them around or using their teeth to cut them off. If it is tender, the macaques de-husk the coconut using their teeth, holding it down with their feet and hands, in order to get to the water and juicy bits inside. If the coconut is ripe, however, they also have to crack its shell. To do so, they take it to a hard surface like a rock or concrete, and pound it. It’s not just tool use. The macaques were seen beating bushes with their hands to disturb insects hiding within, catching those that fly out or drop to the ground. After eating, adult and sub-adult macaques clean their teeth – they were seen holding a fine fibre between their teeth and pulling at it. The macaques used a range of materials as dental floss: a tree needle, a bird feather, a blade of grass, a coconut fibre, a nylon thread and a metal wire. Some modify the threads before use, for instance by tearing them apart. Nine of the 20 macaques were seen “flossing”. They did so after eating various foods in different habitats, says Kumara. The Nicobar long-tailed macaques are the third monkeys seen flossing their teeth. Japanese macaques use their own fur, while Thailand’s long-tailed macaques use human hair. “Wrapping irritating items, cleaning by rubbing, and flossing teeth with thin fibres have been described in other populations of macaques,” says primatologist Dorothy Fragaszy at the University of Georgia, Athens. “The newest element, to me, is ‘bush-beating’ to flush insect prey.” Macaques adapt well to human-dominated landscapes, where they tend to manipulate objects more, says primatologist Michael Gumert at the Nanyang Technological University, Singapore. “They are the king of generalists… about as adaptable as we are.” Tool use on its own doesn’t take much intelligence, says Gumert. “However, the modification of tools does show planning and foresight – something that someone who has ever observed macaques in any detail would never have doubted.” More on these topics: "
monkey,"If you’re trying to overthrow the boss, you might need a friend to back you up. The same is true for female macaques, who need allies to resist authority and take down more powerful members of the group. Most primates have social hierarchies in which some individuals are dominant over the others. For rhesus macaques, these strict hierarchies are organised around female relationships. Lower-ranked females have little social mobility and must silently bare their teeth to higher-ranked females. The signal means “I want you to know that I know that you out-rank me” and is important in communicating social rank, says Darcy Hannibal at the University of California, Davis. “They are ‘bending the knee’.”
                     
 But Hannibal and her colleagues have discovered that subordinate females can override the status quo. To do this, female macaques form alliances with family, friends or both. These alliances help females maintain or increase their social rank and compete for resources. A female who wants to challenge those higher up needs this help, says Hannibal. To find out what factors affect the rate of insubordination, the team studied 357 captive adult females, who experienced almost 11,000 conflicts. Insubordination events were more likely if the lower-ranked female was older. They were most likely if the subordinate outweighed the dominant female by 7 kilograms and the dominant female had no family allies. The more allies the subordinate female had, and the more days her mother was present in the group, the more often she would exhibit insubordinate behaviour. While having the support of friends and family was critical for a subordinate female to rebel, the number of friends didn’t matter for dominant females. “It may be that simply holding the dominant position provides a sort of ‘possession’ advantage,” says Hannibal. However, Dario Maestripieri at the University of Chicago, Illinois says the team found an awful lot of insubordination in a two-year period. He says their definition of the term might be too broad and that they have lumped a lot of distinct behaviours together. Maestripieri says true insubordination is calculated aggression with the goal of changing one’s status. Such overthrow events – where entire families revolt against their superiors with the intent to kill – are rare. Read more: Social networks: Getting connected More on these topics: "
monkey,"There, there! Adult chimpanzees are less likely than younger ones to console their companions in times of distress. The finding raises questions about how the capacity for empathy changes with age in our closest relatives – and us. When a chimpanzee gets upset, perhaps after losing a fight, companions will often sit with them and provide reassurance by kissing, grooming or embracing them. The same is true of young children. By age 2, children typically respond to a family member crying by consoling them in a similar way.
                     
 We know chimpanzees have personalities: individual differences in their behaviour that are consistent over time. But it was unclear whether their empathetic tendencies are part of their personality, and whether they change over time. Christine Webb at Emory University in Atlanta, Georgia, and her colleagues wanted to find out. The team studied eight years of observations of a group of 44 chimpanzees at Yerkes National Primate Research Center, also in Georgia. They found that individual differences were consistent over their lifespan: chimps who consoled more in their youth, relative to their peers, also consoled more than their peers later in life. This is the first evidence that chimps have “empathetic personalities”, says Webb. But they also found that juvenile chimpanzees console others more than adults, and infants console most of all age groups. This doesn’t mean that older chimps have less empathy than younger ones, says co-author Frans de Waal, also of Emory University. “I think they become more selective in how they express it,” he says. “They focus on individuals they’re close to – offspring or friends – whereas the young ones respond to everything emotional.” A similar pattern has been reported in bonobos and gorillas. In contrast, humans become more empathetic through childhood and adolescence. There is evidence that empathy continues to increase until middle age, and then declines, but it comes from questionnaires in which people report their own behaviour. “I don’t trust them,” says de Waal. Mariska Kret of Leiden University in the Netherlands agrees that those studies may be questionable. It would be better to test consolation behaviour in adults and children. “It may be that older individuals console less, but when they do, they do better,” she says. Webb and de Waal suggest another possible explanation for the finding. They point to previous studies on two personality traits: agreeableness, which involves a sensitivity towards others; and extraversion, a tendency to actively engage with others. In humans and chimpanzees, agreeableness increases with age but extraversion decreases more substantially. The changes in consolation behaviour might simply reflect the latter trend. A 2013 study of humans measured volunteers’ brain activity while they watched videos of people getting hurt. Older people had weaker emotional responses to the videos, but they processed intentionality – whether or not someone had inflicted pain on purpose – in a similar way. The researchers suggested older people can understand others’ feelings without becoming emotionally distressed, which might improve their own wellbeing. Read more: More empathy isn’t the right prescription to heal our planet; Can heightened empathy be a bad thing? More on these topics: "
monkey," We may not be alone in our struggle against Alzheimer’s disease. For the first time, the plaques and tangles that characterise the condition have been found in the brains of elderly chimpanzees, although it is unclear if they cause dementia in the animals. In the brains of people with Alzheimer’s, a protein called beta-amyloid accumulates and forms sticky plaques between brain cells. These plaques trigger changes in another protein called tau, causing it to form tangles. Together, these plaques and tangles are thought to kill brain cells, leading to dementia.
                     
 It is difficult to study the disease and develop treatments for it because other species seem not to develop plaques and tangles. The only time they’ve both been seen in another animal’s brain was in a 41-year-old chimpanzee, but they were thought to be the result of a stroke. But Melissa Edler, now at Northeast Ohio Medical University, and her colleagues have had the rare chance to study 20 brains from older chimpanzees, aged between 37 and 62. The team examined four areas of the chimps’ neocortex and hippocampus – brain regions most commonly affected by Alzheimer’s in humans. They discovered beta-amyloid plaques and early forms of tau tangles coexisting in 12 of the chimp brains and, as in humans, they saw increasingly larger volumes of plaques in the chimp brains of more advanced age (Neurobiology of Aging, DOI: 10.1016/j.neurobiolaging.2017.07.006). It is not clear whether these plaques and tangles lead to the same kind of cognitive decline in chimps that we experience. “Our samples had been collected over decades, without any consistent or rigorous cognitive data accompanying them,” says Mary Ann Raghanti of Kent State University, Ohio, in whose lab the work was performed. “So it wasn’t possible to say whether the chimps had devastating cognitive loss or not.” However, so far, there are no examples of chimps with Alzheimer’s-like dementia. “I’m cautious to say that they don’t get this kind of devastating decline, but we haven’t seen it yet,” says Raghanti. This study contributes to growing evidence that the classic plaques and tangles of Alzheimer’s disease may be by-products rather than the cause of the disease, says Gary Kennedy, director of the Division of Geriatric Psychiatry at Albert Einstein College of Medicine in New York. “That great apes demonstrate the pathology but not the precipitous decline of dementia reinforces this notion.” Humans may have something unique about their brain that predisposes us to the cognitive decline that accompanies plaques and tangles, says Raghanti. “If we can identify those differences between the human and chimp brain then we might be able to pinpoint what is mediating the degeneration. That could be a target for drug treatment.” This article will appear in print under the headline “Chimps show signs of Alzheimer’s” More on these topics: "
monkey,"Six years ago, a chimpanzee had the bright idea to use moss to soak up water, then drink from it, and seven others soon learned the trick. Three years later, researchers returned to the site to see if the practice had persisted to become part of the local chimp culture. They now report that the technique has continued to spread, and it’s mostly been learned by relatives of the original moss-spongers. This adds to earlier evidence that family ties are the most important routes for culture to spread in animals. After the first report of chimps using moss as a sponge in Budongo Forest, Uganda, researchers rarely saw the behaviour again, and wondered whether chimps still knew how to do it. So they set up an experiment, providing moss and leaves at the clay pit where the chimps had demonstrated the technique before.
                     
 Then they watched to see whether chimpanzees would use leaves – a more common behaviour – or moss to soak up the mineral-rich water from the pit. Most of the original moss-spongers used moss again during the experiment, and so did another 17 chimps, showing the practice had become more widespread. The researchers wondered what factors influenced which individuals adopted it: were they connected socially, or through families, for instance? This group of chimps has been observed for a long time, so the researchers were able to look through field data to calculate an index of how much time each chimpanzee spent with other individuals. It turned out that this metric wasn’t a good predictor of which chimps would use the moss sponge. Instead, moss-sponging was strongly correlated with having moss-sponging relatives. The chimpanzees didn’t only learn from their parents: it was spread between any family members in either direction. “It’s like the family is the [crucible] where the behaviour is transmitted,” says Thibaud Gruber of the University of Geneva, Switzerland, one of the study authors. But there were also individuals who learned the technique from non-family members. “Once a behaviour has been developed and spread to a few individuals, the majority of transmission will appear in the family, but if you hang out with some tool users, you’re still likely to develop a behaviour by social learning,” says Gruber. “This is a wonderful contribution to the study of animal cultures,” says Andrew Whiten at the University of St Andrews, UK. “The accumulated evidence suggests that chimpanzees pass on scores of different traditions across Africa, but being able to see any of them originate and then spread is very much rarer.” One of few previous studies to record new behaviours emerging and spreading in animal populations involved Japanese macaques on Koshima Island in the 1950s. A young female began washing sand off sweet potatoes in a river before eating them, and her peers soon did the same. Since then, the behaviour has spread from mother to offspring. Moss-sponging seems to be following a similar pattern, says Frans de Waal of Emory University in Atlanta, Georgia. “Social closeness is most of the time a bias in social learning, so that individuals learn the best from those they hang out with and whose behaviour interests them,” he says. We learn more readily from those we can identify with, and so do animals, he adds. The origins of human culture may lie in the sharing of useful behaviours this way, says Whiten. “What has been revealed in recent studies of cultural practices in all the great apes – chimpanzees, gorillas and orangutans – means it would be surprising if humans’ ape ancestors did not show similar behaviour, the foundations of the rich human cultures that have evolved in more recent times.” However, some researchers think moss-sponging chimpanzees and potato-washing macaques aren’t learning by imitation at all, and each one invents the behaviour by itself. “Chimpanzees fail to imitate in controlled experiments, and moss sponging does indeed occur in naive individuals,” says Claudio Tennie at the University of Tübingen, Germany. “Neither this nor the potato washing study – or indeed any other study – shows similar cultures in chimpanzees to our own.” Gruber takes a different point of view. “Chimps are able, to a certain extent, to imitate, although it may not be as fine grained as in humans,” he says. Read more: Chimp social network shows how new ideas catch on; Well-travelled chimps more likely to pick up tools and innovate; Chimp filmed cleaning a corpse’s teeth in a mortuary-like ritual More on these topics: "
monkey,"Being too friendly can be costly. When a new alpha male takes over, female capuchin monkeys are more likely to lose their offspring to infanticide if they have an extensive network of social contacts than if they don’t. This new finding suggests sociable primates don’t necessarily fare better than non-sociable ones when it comes to raising offspring. Group-living mammals have plenty to gain from being sociable, says Urs Kalbitzer at the University of Calgary in Canada. They can have better access to food and more protection from predators, as they often take up a position near the centre of the group. These advantages should help the most sociable females raise more infants to adulthood.
                     
 But some researchers have suspected that being sociable carries a cost when the group’s alpha male loses his position to a rival. The usurper can kill offspring he hasn’t fathered so that adult females will become receptive to his sexual advances. One idea is that the alpha male is more likely to kill the offspring of females at the group’s social core, as less sociable females on the periphery may escape his attention. To test the theory, a team led by Kalbitzer and his colleague Linda Fedigan looked at data from wild communities of white-faced capuchins (Cebus capucinus) in Santa Rosa, Costa Rica, between 2005 and 2011. They found that an infant was, on average, more likely to survive during times of group stability if its mother was sociable. But when the alpha male’s position was threatened or if he was replaced – which happened roughly once every four years – infants born to sociable females were more at risk of infanticide. Overall, the team found that a female’s level of sociability had no significant effect on the number of offspring she successfully raised over the course of her lifetime. In other words, the advantages of sociability seem to be counterbalanced by the price she pays during alpha male changeovers. Surprisingly, there was no evidence that females changed how sociable they were at different times, even though becoming less sociable when the alpha male was threatened might reduce the risk of infanticide. “Females with strong bonds may not opt out of their spatially central position in times of increased infanticide risk because peripheral positions are associated with increased predation risk,” says Oliver Schülke at the University of Göttingen, Germany. “It will be interesting to see whether, with more data accumulating, highly social females turn out to enjoy longer lives.” There might be lessons from such studies for understanding human social networks too, says Kalbitzer. “They can reveal which features of social relationships are relatively ancient, and which selection pressures may have acted on our ancestors.” This article appeared in print under the headline “Friendly monkeys lose in rough times” More on these topics: "
monkey,"It was a gruesome scene. The body had severe wounds and was still bleeding despite having been lying for a few hours in the hot Senegalese savanna. The murder victim, a West African chimpanzee called Foudouko, had been beaten with rocks and sticks, stomped on and then cannibalised by his own community. This is one of just nine known cases where a group of chimpanzees has killed one of their own adult males, as opposed to killing a member of a neighbouring tribe.
                     
 These intragroup killings are rare, but Michael Wilson at the University of Minnesota says they are a valuable insight into chimp behaviour such as male coalition building. “Why do these coalitions sometimes succeed, but not very often? It’s at the heart of this tension between conflict and cooperation, which is central to the lives of chimpanzees and even to our own,” he says. Chimps usually live in groups with more adult females than males, but in the group with the murder it was the other way round. “When you reverse that and have almost two males per every female — that really intensifies the competition for reproduction. That seems to be a key factor here,” says Wilson. Jill Pruetz at Iowa State University, who has been studying this group of chimpanzees in south-eastern Senegal since 2001, agrees. She suggests that human influence may have caused this skewed gender ratio that is likely to have been behind this attack. In Senegal, female chimpanzees are poached to provide infants for the pet trade. Thirteen years ago, Foudouko reigned over one of the chimp clans at the Fongoli study site, part of the Fongoli Savanna Chimpanzee Project. As alpha male, he was “somewhat of a tyrant”, Pruetz says. Foudouko gained alpha status in his late teens and ruled alongside his right-hand chimp, Mamadou, the group’s beta male. In 2007, Mamadou was severely injured and separated from the group for weeks, returning frail and holding a lower rank in the social hierarchy. Because Foudouko maintained an alliance with his now-weak partner, he was ostracised and then ousted by the others. He lived alone on the outskirts of chimp society for years, only being observed by researchers in the field once or twice a year. Chimpanzee groups at Fongoli are fairly isolated, so Foudouko’s only chance of finding a mate was to rejoin the group. By 2013, Mamadou had regained beta male status and his brother, David, had taken over as alpha. They accepted Foudouko back into the fold, although other members of the group still chased him off periodically. “We just happened to have at the time five young males all coming up in the hierarchy and those guys together didn’t want to let Foudouko back in,” says Pruetz. “He was trying to come back in at a high rank, which was ultimately a foolish thing to do on his part.” Early one morning, Pruetz and her team heard loud screams and hoots from the chimps’ nearby sleep nest. At dawn, they found Foudouko dead, bleeding profusely from a bite to his right foot. He also had a large gash in his back and a ripped anus. Later he was found to have cracked ribs. Pruetz says Foudouko probably died of internal injuries or bled out from his foot wound. Foudouko also had wounds on his fingers. These were likely to have been caused by chimps clamping them in their teeth to stretch his arms out and hold him down during the attack, says Pruetz. After his death, the gang continued to abuse Foudouko’s body, throwing rocks and poking it with sticks, breaking its limbs, biting it and eventually eating some of the flesh. “It was striking. The female that cannibalised the body the most, she’s the mother of the top two high-ranking males. Her sons were the only ones that really didn’t attack the body aggressively,” Pruetz says, adding that Mamadou even tried to wake his old partner. “Do chimpanzees understand death? It’s not clear if they do,” says Wilson, who studies chimpanzees in East Africa. “It seems unlikely that they know about using pulse or breath to make sure something’s dead, so we do see them beating on individuals they’ve killed after they’ve expired. But the cannibalisation was unusual.” Pruetz says since Foudouko’s death, Mamadou has been kicked out of the group by the same young males who attacked his past ally. “The way the chimps behave is the way they used to act with Foudouko [when he was trying to re-enter the group]. The saga continues,” she says. More on these topics: "
monkey,"JULIA FISCHER is a leading primatologist best known to the public for her work with a dog called Rico that she spotted on a German TV show. Rico, it was claimed, could remember the names of some 70 toys and fetch them on command. Despite Fischer’s initial scepticism, her experiments showed that the Border collie’s talents were even greater than claimed. The story of Rico and the press frenzy that followed its publication in Science is retold in Fischer’s new book Monkeytalk. It is a delight, especially when we learn that another Border collie has learned the names of 1022 toys. But to Fischer, head of the cognitive ethology department at the University of Göttingen, Germany, the story has a deeper significance. A dog’s range of barks, growls and whines is restricted, as are the vocalisations of monkeys: the vocal organs of these animals are simply not wired up to the bits of the brain that could provide the fine motor control needed. That means the range of things an animal can communicate about vocally may tell us little about what it can think about and act upon. To get “inside the worlds and minds of primates”, as the book’s sub-title claims, requires us to put aside language-biased preconceptions and to come up with imaginative experiments. Fischer’s book is a wonderful, short guide to the ingenious and patient work that is giving us deeper insights into primate psychology. I particularly loved the studies that reveal the secrets of monkey social life through broadcasting “audio dramas”, created by cutting and pasting the recorded voices of members of a monkey group. Using some hidden loudspeakers, researchers created apparently scandalous goings-on and saw how their monkey audience reacted. In one, a threat call from a low-ranking female chacma baboon was followed by the screams of a higher-ranking female from a different family, suggesting that she was being attacked. This shocking breach of inter-family etiquette excited the listeners and showed how well they knew individuals and their place in society. In another, a bachelor male heard the voice of a male grunting in the undergrowth and then his consort’s mating call some way off. The bachelor’s head spun: if the male and his consort were apart it might mean a break-up – and an opportunity. Moments later he “ambles nonchalantly towards ‘her'”, Fischer writes. These and many other experiments show that monkeys possess profound social intelligence and can solve problems in their own environment. But as we move towards more abstract intelligence and language, a gap opens up between them and us. Fischer adroitly explores the big questions now being asked about primate minds. Can they understand the intentions of others? Are they able to “time travel” and plan for the future? How much can they learn by watching others? Are they capable of metacognition, of knowing what it is that they know? Monkeytalk has its faults: it starts like a textbook and it takes a little time before you discover its unusual mix of science and insight, interspersed with funny anecdotes from African field work, including how to dress for “survival in the bureaucratic jungle”. Pink pumps, a plastic handbag, lots of rhinestones and glittery appliqué were all needed for Fischer to meet local expectations of what a lady looked like – and obtain a vehicle permit. The book ends on a serious note, though. The only way we will really understand our own origins is to explore the minds of other primate species along with the bewildering differences in the societies they live in, their ecology, neurobiology and genetics. But primate populations are being destroyed so fast that our close relatives may vanish from the wild before we can find out what made us human. Monkeytalk: Inside the worlds and minds of primates by Julia Fischer, University of Chicago Press This article appeared in print under the headline “Smarter secrets” More on these topics: "
monkey,"The majority of the world’s primates are in deep trouble. There are as few as 20 or 30 Hainan gibbons left in China, and the trapdoor of extinction is gaping for the Javan slow loris. Even numbers of Madagascar’s iconic ring-tailed lemur have slumped to around 2000. These could be the next primates to disappear from our planet. But overall, the picture is even bleaker, with 60 per cent of all primate species globally predicted to vanish within between 25 and 50 years. That’s the gloomy conclusion from the largest ever review of the survival prospects of the world’s 504 known species of non-human primate, 85 of them discovered since 2000. “This paper is a synthesis of the factors, at all scales, that are causing declines and extinctions,” says Anthony Rylands of Conservation International, joint lead author of the report.
                     
 The biggest harbinger of doom is clearance of forests for agriculture, both by local farmers and by big agro-industrial producers of commodities such as palm oil and rubber. Between 1990 and 2010, for example, agricultural expansion into primate habitats was estimated at 1.5 million square kilometres, an area three times that of France. “Our paper is a plea to address the consequences of destruction and degradation of primate habitats worldwide,” says Rylands. “Agriculture as a threat can only be dealt with at all scales, influenced as it is by global trends, by government policies, corporate practices and malpractices, and regional and local policies.” Much effort could focus on just four countries – Brazil, Indonesia, Madagascar and the Democratic Republic of the Congo – which host two-thirds of all primate species. Madagascar could be a good place to start as all 111 of its lemurs are unique to the island, and 94 per cent are threatened. “Madagascar is far and away the highest primate conservation priority, in a land area that’s less than 1 per cent of all known primate habitat, but which in Madagascar is already 90 per cent cleared,” says co-author Russell Mittermeier, also at Conservation International. “The most endangered there is the northern sportive lemur, down to just 50 individuals.” All 39 ape species and subspecies, including orangutans, are now ranked as threatened with extinction. All 19 colobus species in Africa are threatened, with 12 critically endangered or endangered. And all Asian lorises are in trouble, not just from habitat loss but also through poaching and trade in their body parts. Read more: Last chance plan to save world’s rarest ape, the Hainan gibbon; On the trail of some of the world’s rarest monkeys More on these topics: "
monkey,"Rare monkeys in the forests of Brazil are being decimated by yellow fever. The outbreak started in late 2016 and, as is often the case in South America, it has spread to humans, killing at least 50 since the start of 2017. The authorities have rushed vaccines to hospitals, where long queues await inoculation. But there is no vaccine for monkeys who are dying en masse in Espírito Santo and Minas Gerais, the two states so far worst hit.
                     
 “Some 80 to 90 per cent of the brown howler monkeys are infected or have already died,” says Sergio Mendes at the Federal University of Espírito Santo in Vitoria, Brazil. “This is a true catastrophe. These outbreaks happen periodically, but this is the worst I’ve ever seen.” Mendes knows of 400 howler monkey deaths in the state, and he believes this is likely to be only 10 per cent of the total, with the greatest losses happening largely unseen in remote forested areas. Atlantic titis and geoffroy’s marmosets found dead last week in Espirito Santo are also being tested for yellow fever. Both are unique to the Mata Atlantica, one of the world’s most species-rich and most-endangered tropical forests. Other endemic primate species affected by the outbreak include the endangered buffy-headed marmoset and crested capuchin, and the critically endangered muriqui. There are only about 1000 muriqui individuals left in the wild, and their slow breeding time means numbers would take a long time to recover from yellow-fever deaths. There are also unconfirmed reports of capuchin monkeys dying of suspected yellow fever in neighbouring Minas Gerais and in São Paulo states. The virus is normally found in several forest-dwelling mammals, from marsupials to monkeys, and is transmitted by Haemagogus and Sabethes mosquitoes. Marco Almeida, a veterinary epidemiologist from Rio Grande do Sul state’s health agency, says the current outbreak is unlikely to be caused by a new, more virulent form of yellow fever virus, as it is known to mutate very slowly. Instead, he thinks recent prolonged and torrential rains provided ideal conditions for mosquitoes. Often delivering a week’s rain in a day, the deluges lasted over a month and may have weakened the monkeys by cutting the times when they can feed and challenging their immune systems. “The mosquitos can disperse across forest for up to 6 kilometres from their breeding point,” says Júlio-César Bicca-Marques, a primatolologist at Pontifical Catholic University of Rio Grande do Sul, “but they’ll also get rides in trucks. Plus, infected hunters, tree-cutters and agricultural workers can spread the virus.” It’s well known from lab tests that howlers are the most vulnerable to yellow fever of all of South America’s monkeys. “But with these current high infection levels, the virus could spread to all of the region’s 14 other primates,” says Almeida. “Part of the problem is forest fragmentation,” says primate conservationist Karen Strier of University of Wisconsin-Madison. “Only 5 per cent of Mata Atlantica remains. So Mata Atlantica primate populations are small and isolated. Wipe one out, and natural recolonization is very difficult.” With monkeys being key seed-dispersers, the prognosis for both forest and primates is not good. Meanwhile, as the epidemic increases, ill-informed individuals have started attacking the region’s monkeys, in the erroneous belief that they can spread yellow fever to humans directly. More on these topics: "
monkey,"Baboon grunts and barks have more in common with human speech than we thought. The monkeys routinely produce five of the distinct vowel sounds found in our languages. Researchers typically link our ability to produce a range of vowels with the low position of the human voice box, or larynx, in the throat. Non-human primates have a high larynx, hence are thought to be incapable of producing many vowel sounds. But according to Joël Fagot at Aix-Marseille University and Louis-Jen Boë at the Grenoble Alps University, both in France, this standard explanation is wrong.
                     
 They point out, for instance, that infants can produce a similar range of vowels to adults even though the larynx only begins to descend midway through childhood. Fagot, Boë and their colleagues have now analysed 1300 baboon vocalisations, recorded at a primate research centre in Rousset-sur-Arc in southern France. They extracted vowel-like sounds from the calls and used software to identify the key resonant frequencies, or “formants”. The lowest two formants — denoted F1 and F2 — are known to give a reasonable indication of the position of the tongue, and can help computers classify the associated vowel sound. The team discovered that male and female baboons each produce four vowel-like sounds. Females produce one that males don’t, and vice versa, so in total there are five distinct vowels. They correspond to the second syllable in “roses”, and the vowel sounds in “you”, “thought”, “trap” and “ah”. Fagot says the work complements a study published last month by Tecumseh Fitch at the University of Vienna, Austria, and his colleagues. It concluded, through analysing macaque anatomy, that monkeys should theoretically be able to produce a range of vowel sounds. “We believe that one of the major advantages of our study is that we worked on real vocalisations, which were spontaneously produced by baboons in a social context,” says Fagot. But Philip Lieberman at Brown University in Providence, Rhode Island, is not convinced. He thinks the researchers have unwittingly processed the baboon calls in a way that accentuates the fundamental frequency of the call and its harmonics. In most of their analysis, Lieberman says, Fagot and Boë have then misidentified these harmonics as the F1 and F2 formants, and as a consequence they have overestimated the baboons’ vowel-making capacity. Fagot says it’s easy to make such an error, but he is adamant they did not. “We discarded any of the vocalisations for which the confusion between harmonic and formant would be possible,” he says. For Fagot, the findings raise fresh doubts about the link between the position of the larynx and the origin of spoken language. He thinks that its important features may have originated as far back as the common ancestor of monkeys and humans, which lived about 25 million years ago. Fitch agrees with this assessment. “This study corroborates our argument that primitive vocal anatomy would not have been a hindrance to evolving spoken language,” he says. “It adds fuel to the fire burning down that old misconception.” Johan Bolhuis at Utrecht University in the Netherlands says the results are interesting, but he doubts they will greatly alter our understanding of the origins of human language. “This is, in fact, additional evidence to show that with the ‘speech machinery’ being present, you do not automatically evolve language,” he says. He says language as we recognise it is a recent (and probably initially non-verbal) innovation restricted to the human lineage. Over time, language then recruited pre-existing systems, most obviously speech. “Speech does not lead to language – rather language may be externalised as speech,” says Bolhuis. A few other studies in recent years also suggest language made use of pre-existing systems. For instance, many of the genes that help us learn to talk are also active in some songbirds when they learn new songs – but birds haven’t developed language in the strictest sense, says Bolhuis. More on these topics: "
monkey,"Oh deer! A male Japanese macaque monkey has been caught in the act of trying to mate with two Sika deer by leaping on their backs, rodeo-style. Captured in November 2015 by researchers monitoring the macaque monkeys – made famous by videos of them bathing in hot springs – the footage shows that both attempts at copulation were unsuccessful, the only genital contact being with the deer’s back (see video below). The monkey’s first attempt met with no resistance from the deer. But when he tried it with a second deer, she did her best to shake him off. Afterwards, he also appeared to try and “guard” the deer against rival monkeys.
                     
 Such observations are rare but not unheard of. In the 1990s, forest rangers reported orphan elephants attempting to mate with rhinos, and in 2008 footage was taken of a chimpanzee attempting to mate with a frog. In 2014, there were reports of sea otters attempting to mate with cormorants. Also in 2014, an Antarctic fur seal was observed attempting to mate with king penguins, some of which he subsequently ate. In this latest example, on Yakushima Island south of Japan, the perpetrator was a young male macaque – one of the more peripheral members of a larger group. This means he was probably frustrated by not having a mate. The events coincided with the monkeys’ mating season, and the researchers, led by Marie Pelé of the University of Strasbourg in France, think the hormonal surge prompted the behaviour. Pelé and her colleagues say that the habitats of the monkeys and deer overlap, and the deer often benefit when the monkeys shake down food from trees, snaffling the spoils and sometimes consuming the monkeys’ faeces. The deer also seem to tolerate periodic attempts by the monkeys to ride on their backs, which may explain the mating attempts. “It could be a manifestation of the known play behaviour between Japanese macaques and the deer they are known to sometimes ride,” she says. “Sexual interaction between non-closely-related species is very rare to observe,” says team member Sueur Cédric. Determining the causes of this is difficult, but whatever it may be, this observation might help us to understand evolution of such unusual behaviour. “It would be interesting to continue to observe these Japanese macaque male groups in Yakushima as this species is known to display cultural behaviours and social learning,” he says. “As a consequence of not having access to females, these peripheral males could socially learn to have sexual interaction with Sika deer in order to decrease their sexual frustration.” It’s not clear what, if any, impact this behaviour has on the monkeys’ survival and reproduction odds. “If they can access macaque females during the following years, their fitness should not be affected in the long-term, only in the short-term due to loss of energy, gametes and time.” Read more: Blasts from the past: The Soviet ape-man scandal; Zoologger: Necrophiliac spider mite prefers its mate dead; Male sand martin birds filmed having sex with a dead male; Monkey seen caring for dying mate then grieving after she dies More on these topics: "
monkey,"Life at the bottom of the social ladder can be damaging to health – even for monkeys. A study of rhesus monkeys has revealed the stress of low social status can be damaging to the immune system of the animals. Researchers believe the findings may help explain why people with poor and deprived backgrounds have higher rates of heart disease and diabetes, both of which are linked to inflammation.
                     
 “Social adversity gets under the skin,” says Noah Snyder-Mackler, of Duke University in the US, who co-led the investigation. “If we can help people improve their social standing and reduce some of these hierarchies, we may be able to improve people’s health and wellbeing.” In the US, life expectancy between rich and poor differs by more than a decade. American health inequality is often attributed to the availability of medical care and lifestyle habits such as smoking, exercise and diet. But the new results underline the important role played by stress. The team studied female rhesus monkeys at the Yerkes National Primate Research Centre at Emory University. First, 45 unrelated females that had never met were sorted into social groups and observed as they formed a social pecking order. Monkeys introduced to their groups earlier tended to be ranked higher than the “last in”. To find out how rank affected health, scientists measured the activity of 9,000 genes in the animals’ immune cells. Activity in more than 1,600 genes differed between lower and higher-ranking monkeys, which was especially true within “natural killer cells” – white blood cells that are a first line of defence against infection. The cells were more active in higher-ranking monkeys, giving them better protection against viruses. Lower-rankers produced a stronger immune response against bacteria, but this also fuelled potentially harmful inflammation. When their immune cells were exposed to a bacterial toxin in test tubes, they went into overdrive. “A strong inflammatory response can be life-saving in the face of infectious agents,” says co-author Luis Barreiro, of the University of Montreal in Canada. “But the same self-defence mechanism, the ones that make infected tissue swollen and red, can also cause damage if not properly controlled.” When the monkeys were re-sorted so that low-rank animals were moved up the social ladder, it had a striking effect on their immune systems. As the animals improved their social status and enjoyed the benefits, such as more grooming, their immune cells became less likely to trigger inflammation. “This suggests the health effects of status aren’t permanent, at least in adulthood,” says Jenny Tung, another member of the Duke team.   More on these topics: "
